player_name,position,height,height_with_shoes,weight,wingspan,standing_reach,body_fat_percentage,hand_length,hand_width,draft_year
Alec Brown,PF,214.0,216.54,104.87,217.17,276.86,7.7,23.5,22.22,2014
Markel Brown,SG,189.23,191.77,83.64,205.1,254.0,4.2,20.96,24.76,2014
Jabari Brown,SG,190.5,193.68,91.58,203.84,254.0,6.05,22.86,23.5,2014
Deonte Burton,PG,182.88,186.06,87.45,200.66,247.65,7.65,20.96,20.32,2014
Semaj Christon,PG,186.69,191.14,84.37,199.39,251.46,5.25,21.59,20.96,2014
Jordan Clarkson,PG,191.14,195.58,84.5,203.2,248.92,4.3,20.96,22.86,2014
Aaron Craft,PG,184.78,187.32,86.91,187.96,240.03,6.1,19.68,21.59,2014
DeAndre Daniels,SF,201.3,204.47,88.9,218.44,270.51,3.85,23.5,26.67,2014
Spencer Dinwiddie,PG,194.31,198.12,92.94,203.84,261.62,5.35,20.96,22.86,2014
Cleanthony Early,SF,198.12,201.3,94.98,210.18,257.81,4.45,21.59,22.86,2014
Melvin Ejim,SF,196.22,200.66,99.11,211.46,262.89,6.45,22.22,23.5,2014
Tyler Ennis,PG,185.42,189.23,82.33,201.3,248.92,6.2,20.96,22.22,2014
Dante Exum,SG,194.31,198.12,89.04,207.01,261.62,6.4,21.59,24.13,2014
C.J. Fair,SF,199.39,203.2,98.93,207.01,264.16,5.05,22.86,22.86,2014
Aaron Gordon,PF,201.93,205.1,99.84,212.72,266.7,5.05,22.22,26.67,2014
Jerami Grant,SF,199.39,202.56,97.07,220.34,271.78,3.75,23.5,23.5,2014
P.J. Hairston,SG,193.68,196.22,103.78,205.74,256.54,8.2,22.22,24.76,2014
Gary Harris,SG,189.23,194.31,92.9,200.02,243.84,4.55,21.59,24.13,2014
Joe Harris,SG,194.94,198.76,97.52,198.12,254.0,6.2,21.59,24.76,2014
Rodney Hood,SF,201.3,204.47,94.44,204.47,261.62,7.45,21.59,21.59,2014
Cory Jefferson,PF,202.56,205.74,99.06,214.63,266.7,5.25,22.22,24.76,2014
Nick Johnson,SG,186.69,190.5,89.81,201.3,245.11,6.05,22.22,24.76,2014
Sean Kilpatrick,SG,189.23,193.68,99.2,200.66,251.46,9.2,22.86,22.86,2014
Alex Kirk,PF,206.38,210.18,114.31,222.25,278.13,13.6,23.5,26.67,2014
Zach LaVine,PG,194.31,197.48,82.05,203.84,254.0,4.7,20.96,22.22,2014
Devyn Marble,SG,195.58,199.39,87.27,205.74,259.08,6.9,20.96,21.59,2014
James McAdoo,PF,201.93,205.1,103.24,219.08,270.51,6.15,23.5,22.86,2014
K.J. McDaniels,SF,194.31,198.12,88.72,211.46,259.08,4.45,22.22,24.76,2014
Doug McDermott,SF,198.76,202.56,98.88,206.38,261.62,7.1,22.22,24.76,2014
Jordan McRae,SG,192.4,196.22,81.37,214.63,264.16,5.2,22.22,21.59,2014
Shabazz Napier,PG,180.34,185.42,79.47,191.14,236.22,7.35,20.96,21.59,2014
Johnny O?Bryant III,PF,201.3,204.47,116.48,219.08,266.7,10.75,23.5,24.13,2014
Lamar Patterson,SG,193.04,196.22,102.51,210.82,256.54,10.75,22.86,23.5,2014
Adreian Payne,PF,205.74,207.64,108.18,223.52,276.86,7.55,23.5,24.13,2014
Elfrid Payton,PG,189.23,192.4,84.1,203.2,250.19,5.65,22.22,22.86,2014
Dwight Powell,PF,207.01,210.82,106.32,214.63,266.7,6.2,22.86,23.5,2014
Julius Randle,PF,202.56,205.74,113.26,213.36,267.97,9.4,22.22,20.96,2014
Glenn Robinson III,SF,196.85,200.02,95.89,208.28,255.27,5.05,22.86,24.13,2014
LaQuinton Ross,SF,199.39,201.93,108.27,217.8,269.24,16.3,22.22,24.76,2014
Marcus Smart,PG,187.96,191.14,103.06,206.38,251.46,10.55,22.86,22.22,2014
Russ Smith,PG,181.61,184.78,72.57,191.77,241.3,3.5,20.96,21.59,2014
Nik Stauskas,SG,196.22,199.39,93.85,202.56,259.08,12.05,21.59,21.59,2014
Jarnell Stokes,PF,200.66,204.47,119.2,216.54,262.89,8.2,24.76,26.67,2014
Xavier Thames,PG,188.6,191.77,84.82,193.04,243.84,6.4,20.96,22.86,2014
Noah Vonleh,PF,203.2,207.01,112.08,224.16,274.32,7.3,24.76,29.84,2014
T.J. Warren,SF,200.66,203.84,99.88,208.92,264.16,7.95,22.22,22.86,2014
C.J. Wilcox,SG,191.77,195.58,91.17,207.64,255.27,6.5,22.22,22.86,2014
Kendall Williams,PG,188.6,192.4,83.01,196.85,251.46,7.2,20.32,19.68,2014
Patric Young,PF,204.47,208.28,111.95,217.8,262.89,5.45,23.5,24.13,2014
James Young,SG,196.22,200.02,96.75,213.36,264.16,5.1,22.86,24.13,2014
Steven Adams,C,210.18,213.36,115.44,224.79,278.13,6.65,24.13,27.94,2013
Vander Blue,SG,191.77,196.22,89.54,198.12,255.27,4.6,21.59,24.13,2013
Lorenzo Brown,PG,193.04,196.22,85.82,200.66,254.0,3.95,20.96,21.59,2013
Reggie Bullock,SG/SF,197.48,200.66,90.63,205.1,259.08,6.95,21.59,22.86,2013
Trey Burke,PG,182.24,186.06,84.82,196.85,247.65,6.9,20.96,22.22,2013
Kentavious Caldwell-Pope,SG,194.31,196.85,92.35,203.2,255.27,6.45,21.59,22.86,2013
Isaiah Canaan,PG,180.34,182.88,85.46,194.31,240.03,5.9,20.96,24.13,2013
Jackie Carmichael,PF,201.93,205.74,109.41,217.17,271.78,5.8,22.86,26.04,2013
Michael Carter-Williams,PG,194.94,197.48,83.64,201.3,256.54,4.4,19.05,21.59,2013
Will Clyburn,SF/SG,197.48,200.66,95.44,214.0,266.7,6.85,23.5,26.04,2013
Robert Covington,SF/PF,198.76,201.93,94.62,217.8,269.24,4.7,22.86,21.59,2013
Allen Crabbe,SG,196.22,198.76,89.54,211.46,262.89,4.65,20.96,21.59,2013
Seth Curry,SG,185.42,190.5,81.28,193.04,247.65,9.6,20.32,20.96,2013
Brandon Davies,PF,204.47,208.92,109.68,217.17,275.59,8.6,22.86,27.94,2013
Dewayne Dedmon,C,208.28,212.09,108.32,223.52,276.86,8.35,22.86,27.94,2013
Gorgui Dieng,C,207.64,210.18,104.14,222.25,283.21,5.35,22.86,25.4,2013
James Ennis,SF,197.48,200.66,91.08,212.09,265.43,4.5,21.59,22.22,2013
Carrick Felix,SF/SG,194.94,198.76,91.9,206.38,262.89,3.3,21.59,24.13,2013
Jamaal Franklin,SG/SF,193.04,196.22,86.55,211.46,262.89,8.25,21.59,20.96,2013
Rudy Gobert,C,214.63,218.44,107.77,234.95,292.1,4.4,24.76,25.4,2013
Archie Goodwin,SG,192.4,196.22,85.73,207.01,259.08,4.55,21.59,22.86,2013
Erick Green,PG,186.69,190.5,80.83,197.48,248.92,4.35,21.59,22.86,2013
Tim Hardaway Jr.,SG,194.31,198.76,90.45,200.66,256.54,6.05,20.32,23.5,2013
Solomon Hill,SF,196.85,200.66,102.51,205.74,261.62,7.6,22.86,26.67,2013
Richard Howell,PF,198.76,201.93,113.22,208.92,267.97,8.75,22.22,24.13,2013
Colton Iverson,C,209.55,213.36,119.2,218.44,279.4,9.6,23.5,24.13,2013
Pierre Jackson,PG,176.53,179.07,79.83,177.8,228.6,4.5,19.05,20.96,2013
Grant Jerrett,PF,205.1,208.92,105.23,218.44,276.86,10.05,21.59,23.5,2013
Myck Kabongo,PG,186.06,189.86,81.83,198.76,248.92,6.0,20.96,22.86,2013
Kenny Kadji,PF/C,205.1,208.28,109.59,220.98,270.51,7.45,22.86,26.04,2013
Ryan Kelly,PF,207.64,212.72,103.42,212.09,279.4,14.75,22.86,25.4,2013
Shane Larkin,PG,178.44,181.61,77.47,179.7,227.33,3.8,19.05,22.22,2013
Ricky Ledo,SG,194.94,198.12,89.45,201.3,260.35,10.25,21.59,23.5,2013
Alex Len,C,,,,222.25,,6.4,22.86,27.3,2013
CJ Leslie,PF/SF,201.93,205.1,94.89,219.08,265.43,7.95,22.22,22.86,2013
Trevor Mbakwe,PF,200.02,203.2,106.96,223.52,270.51,5.9,24.13,29.21,2013
Ray McCallum,PG,183.52,187.32,86.82,191.14,245.11,7.3,20.32,22.22,2013
CJ McCollum,PG/SG,188.6,191.14,89.36,198.76,245.11,8.6,20.32,24.13,2013
Ben McLemore,SG,191.77,194.94,85.82,202.56,255.27,5.0,22.22,24.13,2013
Tony Mitchell,PF/SF,201.93,205.1,107.23,219.71,270.51,5.55,22.86,25.4,2013
Shabazz Muhammad,SF/SG,194.94,198.76,100.61,210.82,265.43,9.0,22.86,25.4,2013
Erik Murphy,PF,205.1,207.01,108.77,209.55,274.32,7.95,22.22,24.76,2013
Mike Muscala,C/PF,208.92,212.09,104.42,215.9,274.32,6.8,21.59,22.86,2013
Nerlens Noel,C,208.28,212.72,93.62,222.88,279.4,4.15,24.13,25.4,2013
Victor Oladipo,SG,191.14,193.68,96.71,206.38,255.27,6.55,22.22,23.5,2013
Kelly Olynyk,PF/C,210.18,213.36,106.14,207.64,274.32,6.65,21.59,25.4,2013
Brandon Paul,SG,189.86,193.04,91.17,208.92,248.92,5.25,21.59,24.13,2013
Norvel Pelle,PF/C,207.01,209.55,93.98,219.71,276.86,5.15,22.22,24.13,2013
Mason Plumlee,C/PF,211.46,214.63,108.05,210.82,274.32,6.15,24.76,24.13,2013
Otto Porter,SF,201.93,204.47,89.63,217.17,267.97,6.65,22.22,23.5,2013
Phil Pressey,PG,176.53,181.61,80.29,188.6,233.68,4.7,19.68,24.76,2013
Glen Rice,SF/SG,194.31,197.48,95.62,206.38,257.81,8.45,21.59,22.86,2013
Andre Roberson,PF/SF,198.76,200.66,93.35,210.82,265.43,7.05,22.22,24.13,2013
Dennis Schroder,PG,185.42,187.96,74.75,202.56,248.92,4.1,22.22,26.67,2013
Peyton Siva,PG,181.61,185.42,81.92,190.5,236.22,6.05,20.32,24.76,2013
Tony Snell,SF/SG,198.12,201.3,89.9,212.09,267.97,4.85,22.86,24.13,2013
James Southerland,SF/PF,200.66,203.2,100.06,215.9,269.24,8.05,20.32,24.13,2013
Adonis Thomas,SF,194.94,197.48,105.14,215.9,251.46,7.5,23.5,24.13,2013
Deshaun Thomas,SF,195.58,200.66,99.7,208.28,264.16,9.1,20.32,22.22,2013
Jeff Withey,C,210.18,214.63,100.61,218.44,280.67,8.65,22.86,24.76,2013
Nate Wolters,PG,191.77,194.94,89.09,192.4,248.92,5.5,20.96,22.22,2013
BJ Young,SG/PG,188.6,191.77,81.1,203.84,251.46,4.7,21.59,24.13,2013
Cody Zeller,C/PF,210.18,214.0,104.33,210.18,269.24,4.75,21.59,26.67,2013
Quincy Acy,PF,199.39,202.56,101.51,220.34,270.51,7.1,24.13,27.94,2012
Harrison Barnes,SF/SG,200.66,203.2,103.33,211.46,257.81,9.6,22.86,21.59,2012
Will Barton,SG/SF,195.58,198.12,79.11,207.64,260.35,4.1,22.86,24.13,2012
Bradley Beal,SG,191.14,194.94,91.53,203.2,254.0,6.0,21.59,22.86,2012
J'Covan Brown,PG,185.42,188.6,91.81,196.22,243.84,12.5,19.68,20.96,2012
William Buford,SG/SF,193.04,195.58,97.34,207.01,259.08,11.3,22.22,25.4,2012
Jae Crowder,SF,194.94,199.39,109.41,206.38,252.73,9.0,24.13,26.67,2012
Jared Cunningham,SG/PG,191.77,195.58,85.09,199.39,248.92,3.6,20.96,22.86,2012
Anthony Davis,PF/C,206.38,209.55,100.61,227.33,274.32,7.9,22.86,21.59,2012
Marcus Denmon,SG,188.6,191.14,85.37,195.58,240.03,6.6,20.96,24.76,2012
Andre Drummond,C,207.64,212.72,126.37,229.24,278.13,7.5,24.13,24.13,2012
Kim English,SG,194.31,197.48,87.09,199.39,248.92,4.3,21.59,22.22,2012
Festus Ezeli,C/PF,207.64,212.09,119.84,227.96,274.32,5.5,22.86,27.3,2012
Drew Gordon,PF,203.2,205.1,108.41,212.09,262.89,9.1,21.59,24.76,2012
JaMychal Green,PF,203.2,205.74,98.61,219.08,270.51,9.8,23.5,23.5,2012
Draymond Green,PF/SF,197.48,201.93,106.87,216.54,266.7,11.3,22.86,24.13,2012
Maurice Harkless,SF,201.3,205.1,93.71,213.36,260.35,5.3,23.5,26.04,2012
John Henson,PF,205.74,209.55,97.98,226.06,284.48,8.6,23.5,25.4,2012
Tu Holloway,PG,179.07,182.24,84.73,196.85,240.03,8.5,22.22,25.4,2012
Robbie Hummel,SF,201.3,204.47,98.88,204.47,259.08,9.4,21.59,24.13,2012
Bernard James,PF,205.1,208.28,104.24,220.98,275.59,5.0,22.86,23.5,2012
John Jenkins,SG,191.14,193.68,96.16,204.47,248.92,7.1,22.86,22.86,2012
Orlando Johnson,SG,192.4,196.22,101.51,211.46,251.46,7.0,22.86,24.13,2012
Darius Johnson-Odom,SG,186.69,190.5,96.16,200.66,243.84,7.0,22.22,22.22,2012
Terrence Jones,PF/SF,203.84,207.01,114.31,219.08,271.78,7.7,22.86,25.4,2012
Kevin Jones,PF,198.76,201.93,113.94,217.17,266.7,11.2,22.86,19.68,2012
Perry Jones,PF/SF,208.92,211.46,106.05,217.8,271.78,4.6,23.5,24.13,2012
Kris Joseph,SG,198.12,200.66,97.52,210.82,264.16,8.6,22.86,22.86,2012
Michael Kidd-Gilchrist,SF,197.48,201.93,105.6,213.36,265.43,7.0,22.86,26.04,2012
Doron Lamb,SG/PG,191.14,194.94,90.45,200.02,250.19,6.7,21.59,22.22,2012
Jeremy Lamb,SG,193.04,196.22,81.28,210.82,259.08,4.5,22.22,23.5,2012
Meyers Leonard,C,212.72,216.54,113.31,220.98,274.32,5.7,23.5,27.94,2012
Damian Lillard,PG,187.32,189.86,85.64,202.56,242.57,5.9,22.22,24.76,2012
Scott Machado,PG,185.42,187.96,93.35,193.04,240.03,5.8,21.59,24.13,2012
Kendall Marshall,PG,191.14,193.68,89.99,196.85,243.84,7.8,21.59,22.86,2012
Fab Melo,C,210.18,213.36,115.67,219.71,279.4,9.2,22.86,25.4,2012
Khris Middleton,SF,200.02,203.84,98.07,210.18,261.62,7.8,22.86,22.86,2012
Darius Miller,SF/SG,198.12,201.93,105.87,205.74,256.54,7.5,21.59,22.22,2012
Quincy Miller,SF,205.1,208.28,99.2,216.54,266.7,7.8,23.5,26.04,2012
Tony Mitchell,SG,196.22,198.76,98.16,208.28,254.0,5.7,21.59,25.4,2012
Arnett Moultrie,PF,207.01,210.18,105.6,219.08,270.51,7.7,23.5,23.5,2012
Kevin Murphy,SG,195.58,198.76,88.0,200.02,251.46,5.8,21.59,21.59,2012
Andrew Nicholson,PF,204.47,207.01,106.14,223.52,271.78,7.6,25.4,27.3,2012
Kyle O'Quinn,PF,204.47,208.28,109.23,225.42,270.51,8.0,24.13,25.4,2012
Miles Plumlee,PF/C,209.55,212.72,114.49,215.26,267.97,11.4,23.5,22.86,2012
Austin Rivers,SG/PG,191.77,195.58,91.99,201.3,245.11,6.2,21.59,25.4,2012
Thomas Robinson,PF,202.56,205.1,110.77,221.62,269.24,5.0,24.76,26.67,2012
Terrence Ross,SG/SF,198.12,200.66,89.18,201.3,255.27,3.2,22.22,26.04,2012
Tomas Satoransky,PG/SG,199.39,201.93,90.99,201.3,254.0,5.2,21.59,24.13,2012
Mike Scott,PF,201.3,205.1,109.23,210.18,264.16,10.6,21.59,22.86,2012
Henry Sims,C/PF,208.28,212.72,109.41,223.52,274.32,7.7,23.5,25.4,2012
Jared Sullinger,PF,202.56,205.74,121.65,216.54,267.97,10.7,23.5,24.76,2012
Tyshawn Taylor,PG,189.86,193.04,80.29,198.76,247.65,4.2,22.22,22.22,2012
Jordan Taylor,PG,185.42,187.96,87.45,190.5,234.95,5.5,20.96,24.13,2012
Jeff Taylor,SF/SG,198.12,201.3,96.52,198.76,257.81,4.2,20.96,24.76,2012
Marquis Teague,PG,185.42,187.96,81.56,201.3,245.11,6.3,20.96,19.68,2012
Hollis Thompson,SF,200.02,203.2,93.44,207.01,260.35,6.0,20.96,24.76,2012
Dion Waiters,SG,189.23,193.04,100.24,201.3,248.92,8.5,21.59,24.13,2012
Royce White,PF,200.66,203.2,118.21,213.36,265.43,10.6,24.13,29.21,2012
Tony Wroten,PG,194.94,198.12,92.17,205.74,256.54,5.2,20.32,22.86,2012
Tyler Zeller,PF/C,211.46,214.63,112.22,213.36,265.43,6.4,22.86,24.76,2012
Keith Benson,C/PF,208.28,210.82,98.43,222.88,278.13,6.1,24.13,27.94,2011
Marshon Brooks,SG,193.68,196.22,88.27,215.9,256.54,5.2,22.86,26.67,2011
Alec Burks,SG,195.58,198.12,87.36,208.28,262.89,5.1,22.86,20.96,2011
Jimmy Butler,SF,198.12,202.56,100.79,201.93,257.81,5.4,22.86,22.86,2011
Norris Cole,PG,183.52,187.32,79.11,188.6,242.57,4.7,21.59,24.13,2011
Jon Diebler,SG,196.22,199.39,89.18,198.12,251.46,8.5,20.96,20.96,2011
Michael Dunigan,PF/C,204.47,208.28,107.77,221.62,273.05,8.0,22.86,27.3,2011
LaceDarius Dunn,SG,190.5,193.04,85.18,198.76,256.54,5.5,22.86,26.04,2011
Kenneth Faried,PF,198.12,201.93,101.88,213.36,274.32,6.3,21.59,26.04,2011
James Fredette,PG,184.78,189.23,88.9,194.31,245.11,7.7,20.32,21.59,2011
Andrew Goudelock,PG,186.06,189.86,89.63,193.68,245.11,9.9,20.96,23.5,2011
Jordan Hamilton,SF,200.02,204.47,103.6,207.01,264.16,9.8,22.86,23.5,2011
Justin Harper,PF/SF,203.2,205.1,103.42,212.72,269.24,4.0,22.86,23.5,2011
Tobias Harris,SF/PF,199.39,202.56,101.06,210.82,262.89,8.4,22.22,22.86,2011
Tyler Honeycutt,SF,200.02,203.84,84.73,205.74,266.7,5.3,21.59,24.13,2011
Scotty Hopson,SG,197.48,199.39,92.8,209.55,262.89,4.8,21.59,25.4,2011
Kyrie Irving,PG,187.32,191.77,86.64,193.04,251.46,10.2,20.96,23.5,2011
Rick Jackson,PF,203.84,206.38,109.68,218.44,270.51,8.3,22.22,24.13,2011
Charles Jenkins,PG/SG,186.69,191.14,98.16,201.93,245.11,4.3,21.59,22.86,2011
JaJuan Johnson,PF,205.74,208.28,99.7,218.44,273.05,7.5,22.86,25.4,2011
Cory Joseph,PG,187.96,191.14,84.46,196.85,251.46,9.7,21.59,26.67,2011
Enes Kanter,PF/C,207.64,211.46,117.57,217.17,278.13,5.9,24.13,27.3,2011
Brandon Knight,PG,186.69,191.14,80.2,200.02,250.19,4.2,20.96,24.13,2011
Malcolm Lee,SG,193.04,196.85,89.9,207.64,257.81,5.9,21.59,24.13,2011
Kawhi Leonard,SF,198.12,200.66,103.15,220.98,269.24,5.4,24.76,28.58,2011
Travis Leslie,SG,190.5,193.68,92.99,209.55,261.62,8.1,22.22,23.5,2011
Jon Leuer,PF,208.28,212.09,101.24,213.36,267.97,5.4,22.22,24.76,2011
DeAndre Liggins,SF/SG,195.58,198.76,91.72,210.82,262.89,5.0,22.22,25.4,2011
David Lighty,SG,194.94,199.39,98.07,203.2,256.54,6.5,22.86,25.4,2011
Shelvin Mack,PG,185.42,189.23,94.8,201.93,245.11,7.1,20.96,23.5,2011
Demetri McCamey,PG,187.32,191.14,92.53,198.76,252.73,6.1,21.59,22.86,2011
E'Twaun Moore,SG,189.23,193.04,86.82,207.01,252.73,7.6,22.86,25.4,2011
Marcus Morris,PF/SF,200.66,205.1,104.14,208.28,267.97,8.0,20.96,21.59,2011
Markieff Morris,PF,202.56,206.38,109.23,210.18,270.51,10.2,21.59,20.96,2011
Darius Morris,PG/SG,191.14,196.22,86.18,201.93,259.08,5.3,22.22,25.4,2011
Chandler Parsons,SF,205.1,207.64,100.33,207.01,265.43,7.0,20.96,25.4,2011
Jereme Richmond,SF,198.12,201.3,93.98,208.92,270.51,5.5,22.22,24.13,2011
Josh Selby,SG/PG,187.32,190.5,88.27,196.22,248.92,7.9,21.59,22.86,2011
Iman Shumpert,PG/SG,193.68,196.85,100.61,207.01,252.73,6.5,22.86,22.86,2011
Kyle Singler,SF,201.93,204.47,103.42,208.53,269.24,10.0,20.96,22.22,2011
Chris Singleton,SF,202.56,205.74,104.42,215.9,262.89,7.4,23.5,25.4,2011
Jamie Skeen,PF,199.39,203.2,109.59,216.54,270.51,9.8,21.59,21.59,2011
Nolan Smith,PG,186.69,191.77,85.09,196.85,251.46,5.6,21.59,23.5,2011
Gregory Smith,PF/C,203.2,206.38,114.67,219.71,270.51,7.4,24.76,30.48,2011
Malcolm Thomas,PF,201.93,205.1,101.15,214.63,273.05,5.9,24.13,26.67,2011
Isaiah Thomas,PG,174.62,178.44,84.37,187.32,232.41,6.7,20.96,22.86,2011
Trey Thompkins,PF,204.47,207.64,108.41,215.9,273.05,15.5,23.5,24.76,2011
Tristan Thompson,PF,201.93,205.1,103.15,216.54,275.59,6.2,22.22,23.5,2011
Klay Thompson,SG,197.48,201.3,93.26,205.74,262.89,8.0,22.22,23.5,2011
Jeremy Tyler,PF/C,205.74,209.55,119.02,226.06,280.67,13.4,23.5,22.86,2011
Nikola Vucevic,PF/C,208.92,212.72,117.84,224.79,285.75,6.1,23.5,26.04,2011
Kemba Walker,PG,181.61,185.42,83.46,191.77,232.41,5.9,20.32,22.86,2011
Jordan Williams,PF,202.56,205.74,112.13,214.0,270.51,12.1,23.5,25.4,2011
Derrick Williams,PF/SF,201.3,205.1,112.67,217.17,274.32,10.8,22.86,24.76,2011
Solomon Alabi,C,212.09,215.26,107.68,226.06,287.02,5.0,23.5,23.5,2010
Cole Aldrich,C,205.74,211.46,107.05,225.42,283.21,8.5,22.86,23.5,2010
Al-Farouq Aminu,SF,201.3,204.47,97.98,221.62,275.59,8.2,24.13,24.13,2010
James Anderson,SF,194.94,197.48,94.17,204.47,264.16,7.9,21.59,18.42,2010
Luke Babbitt,SF/PF,201.93,205.1,98.79,211.46,265.43,5.6,21.59,25.4,2010
Eric Bledsoe,PG,183.52,186.69,86.91,201.93,248.92,5.6,21.59,24.76,2010
Trevor Booker,PF,198.76,201.93,106.96,207.64,269.24,7.3,22.86,24.13,2010
Craig Brackins,PF/SF,204.47,207.64,103.87,213.36,276.86,7.9,24.13,28.58,2010
Avery Bradley,SG/PG,187.96,191.14,81.83,201.3,250.19,4.0,20.96,24.13,2010
Derrick Caracter,PF,203.84,207.01,127.01,214.0,273.05,12.8,22.86,26.04,2010
Sherron Collins,PG,178.44,182.24,98.52,189.23,238.76,9.2,21.59,24.13,2010
DeMarcus Cousins,C,207.01,210.18,132.36,227.96,287.02,16.4,23.5,25.4,2010
Jordan Crawford,SG,190.5,194.31,89.99,200.66,256.54,4.9,20.32,22.86,2010
Ed Davis,PF,205.74,207.64,102.78,213.36,274.32,10.0,23.5,25.4,2010
Devin Ebanks,SF,200.66,203.84,94.26,214.0,273.05,7.9,20.96,22.86,2010
Derrick Favors,PF,205.1,208.92,111.22,223.52,279.4,6.5,22.22,23.5,2010
Keith Gallon,PF/C,204.47,207.01,136.89,224.79,278.13,15.1,23.5,26.67,2010
Charles Garcia,SF,203.84,206.38,105.05,217.8,273.05,7.0,22.22,22.86,2010
Paul George,SF,202.56,205.1,97.25,211.46,271.78,5.0,21.59,22.86,2010
Luke Harangody,PF,198.12,202.56,108.95,207.01,269.24,11.1,22.22,24.76,2010
Manny Harris,SG,193.04,196.85,83.96,201.3,259.08,3.8,21.59,22.86,2010
Lazar Hayward,SG/SF,194.31,197.48,102.42,215.26,259.08,7.5,23.5,24.13,2010
Gordon Hayward,SF,200.02,203.2,95.71,202.56,261.62,6.9,21.59,23.5,2010
Xavier Henry,SG,196.22,199.39,95.35,211.46,266.7,4.7,22.22,25.4,2010
Darington Hobson,SG/SF,196.22,199.39,92.35,206.38,265.43,6.2,20.96,22.86,2010
Damion James,SF,198.76,202.56,102.78,215.26,271.78,9.6,23.5,21.59,2010
Wesley Johnson,SF,198.76,201.3,93.62,215.9,269.24,4.6,22.86,24.13,2010
Armon Johnson,PG/SG,187.96,191.14,88.54,203.2,252.73,5.6,20.96,23.5,2010
Dominique Jones,SG,191.14,195.58,97.98,206.38,256.54,5.9,22.86,26.04,2010
Jerome Jordan,C,212.09,215.26,110.77,226.7,287.02,6.9,22.86,26.04,2010
Sylven Landesberg,SG,194.94,198.76,95.25,205.74,255.27,11.6,22.22,27.3,2010
Gani Lawal,PF,201.93,205.74,105.87,213.36,273.05,6.3,21.59,25.4,2010
Greg Monroe,PF/C,207.64,210.82,111.86,219.08,275.59,11.2,22.22,24.13,2010
Daniel Orton,C,205.1,207.01,122.11,224.16,280.67,13.8,21.59,24.76,2010
Artsiom Parakhouski,C,208.92,212.72,121.65,215.9,278.13,6.0,22.86,26.67,2010
Patrick Patterson,PF,203.2,206.38,108.68,216.54,271.78,5.3,23.5,26.04,2010
Dexter Pittman,PF/C,207.01,212.09,137.26,228.6,281.94,20.8,26.04,26.67,2010
Andy Rautins,SG,193.68,195.58,86.91,200.66,254.0,6.2,20.32,24.76,2010
Ryan Richards,PF,209.55,212.72,104.42,217.17,279.4,8.0,22.86,24.76,2010
Stanley Robinson,SF,199.39,202.56,96.71,213.36,273.05,8.3,22.86,22.86,2010
Larry Sanders,PF/C,206.38,209.55,100.88,227.96,284.48,4.6,24.76,27.94,2010
Jon Scheyer,PG/SG,194.94,198.12,81.65,191.14,251.46,5.4,19.68,24.13,2010
Lance Stephenson,SG,194.31,197.48,102.97,209.55,261.62,9.3,22.86,26.04,2010
Mikhail Torrance,PG,193.04,195.58,94.71,201.93,261.62,7.0,22.22,24.13,2010
Evan Turner,SG,197.48,200.66,96.98,203.2,262.89,8.6,22.22,24.13,2010
Ekpe Udoh,PF,205.1,207.64,107.68,224.79,270.51,8.0,24.13,22.22,2010
Jarvis Varnado,PF/C,203.84,208.28,95.35,222.25,278.13,9.5,23.5,24.13,2010
Greivis Vasquez,PG/SG,195.58,199.39,95.62,200.66,256.54,8.6,19.68,23.5,2010
John Wall,PG,189.86,193.04,88.72,206.38,257.81,5.6,20.96,24.13,2010
Willie Warren,SG/PG,189.23,192.4,94.53,198.12,252.73,7.6,21.59,24.13,2010
Terrico White,SG/PG,192.4,195.58,91.9,205.74,256.54,3.7,22.86,26.67,2010
Hassan Whiteside,C/PF,209.55,212.09,102.78,231.14,287.02,5.5,20.96,26.04,2010
Jeff Adrien,PF,196.22,199.39,107.14,218.44,273.05,7.9,,,2009
Jeff Ayres,PF,205.1,208.28,108.68,215.9,271.78,5.5,,,2009
Rodrigue Beaubois,PG,186.06,188.6,82.74,207.64,254.0,7.9,,,2009
DeJuan Blair,PF,196.22,199.39,125.46,218.44,270.51,12.0,,,2009
Derrick Brown,SF/PF,201.93,204.47,101.88,219.71,273.05,8.6,,,2009
Chase Budinger,SF/SG,198.76,200.66,93.62,200.66,256.54,10.0,,,2009
DeMarre Carroll,PF/SF,198.76,202.56,93.98,208.28,266.7,6.3,,,2009
Omri Casspi,SF,202.56,206.38,95.8,206.38,270.51,8.6,,,2009
Dionte Christmas,SG,193.68,196.85,95.62,205.74,260.35,7.1,,,2009
Earl Clark,SF/PF,204.47,208.92,103.6,219.71,278.13,5.2,,,2009
Darren Collison,PG,183.52,186.69,75.39,190.5,245.11,5.7,,,2009
Dante Cunningham,PF,200.66,203.84,103.15,210.82,270.51,4.8,,,2009
Stephen Curry,PG/SG,187.96,191.14,82.1,191.77,246.38,5.7,,,2009
Austin Daye,SF/PF,207.64,210.18,87.0,220.34,279.4,5.5,,,2009
DeMar DeRozan,SG/SF,196.85,199.39,95.8,205.74,260.35,4.9,,,2009
Toney Douglas,PG,185.42,187.96,83.19,198.12,247.65,5.2,,,2009
Wayne Ellington,SG,193.68,196.22,91.81,199.39,254.0,5.5,,,2009
Tyreke Evans,PG/SG,193.04,196.22,100.06,211.46,264.16,7.1,,,2009
